"","Comparison","Annotation","P_value","Lower_CI","Upper_CI","FDR_P"
"134","Childhood-onset vs. controls","density",0.20596025939206,-0.00295201555454358,0.0135831259098318,0.531989436647295
"135","Overlap-onset vs. controls","density",0.061925553365939,-0.000615450034399711,0.0250911284709412,0.371553320195634
"136","Adult-onset vs. childhood-onset","density",0.677329211440242,-0.0297011443589284,0.0211865262757376,0.812795053728291
"137","Adult-onset vs. overlap-onset","density",0.35465962443153,-0.0388003992848472,0.013786985166505,0.531989436647295
"138","Childhood-onset vs. overlap-onset","density",0.320780848923246,-0.0225089873052391,0.00760596708916786,0.531989436647295
"139","Adult-onset vs. controls","CNCR_density",0.620766375882849,-0.0186927981704165,0.0302581125401483,0.734693146193355
"140","Childhood-onset vs. controls","CNCR_density",0.024158523673045,0.00118929948066284,0.0182196601903299,0.0724755710191349
"141","Overlap-onset vs. controls","CNCR_density",0.0177803986963722,0.0028490800950231,0.0298130416575907,0.0724755710191349
"142","Adult-onset vs. childhood-onset","CNCR_density",0.734693146193355,-0.0291476367436264,0.0225042157013954,0.734693146193355
"143","Adult-onset vs. overlap-onset","CNCR_density",0.408910174463021,-0.0377995906775718,0.0152700044050453,0.613365261694532
"144","Childhood-onset vs. overlap-onset","CNCR_density",0.348409769377723,-0.0224569550469855,0.0082702368425485,0.613365261694532
"145","Adult-onset vs. controls","n_dis_consti_exons",0.587735739849438,-8.21853291616798e-05,3.50140635183271e-06,0.587735739849438
"146","Childhood-onset vs. controls","n_dis_consti_exons",0.000934534310667168,-2.87354642555367e-05,-2.97939221048648e-05,0.00560720586400301
"147","Overlap-onset vs. controls","n_dis_consti_exons",0.00403300185086339,-1.64649527637655e-05,-4.8064180215674e-05,0.0120990055525902
"148","Adult-onset vs. childhood-onset","n_dis_consti_exons",0.466648544812221,-1.50381958274515e-05,3.92659969236717e-05,0.559978253774665
"149","Adult-onset vs. overlap-onset","n_dis_consti_exons",0.175337245232644,-3.82951733413584e-05,5.81865247390383e-05,0.350674490465288
"150","Childhood-onset vs. overlap-onset","n_dis_consti_exons",0.307514844166944,-4.29985974314195e-05,1.18190149504273e-05,0.461272266250416
"151","Adult-onset vs. controls","Human_Brain",0.607505022939796,-0.0836447595667958,0.144133502429986,0.911257534409694
"152","Childhood-onset vs. controls","Human_Brain",0.162913311910317,-0.00983730624865661,0.0587122145550217,0.911257534409694
"153","Overlap-onset vs. controls","Human_Brain",0.959831809413276,-0.0525009140009405,0.0560564618219351,0.959831809413276
"154","Adult-onset vs. childhood-onset","Human_Brain",0.877037145932525,-0.109818215081449,0.12132818975656,0.959831809413276
"155","Adult-onset vs. overlap-onset","Human_Brain",0.577234055499207,-0.0895174398785569,0.14746777971071,0.911257534409694
"156","Childhood-onset vs. overlap-onset","Human_Brain",0.461626835528025,-0.0358575363063096,0.0789187176407659,0.911257534409694
"157","Adult-onset vs. controls","Human_Cerebellum",0.978925070611299,-0.10346117318987,0.100460320545828,0.978925070611299
"158","Childhood-onset vs. controls","Human_Cerebellum",0.0419096865111886,0.00134070573224282,0.0736766447517994,0.251458119067132
"159","Overlap-onset vs. controls","Human_Cerebellum",0.495512123258504,-0.0386886270557823,0.0777951826614268,0.854001219732261
"160","Adult-onset vs. childhood-onset","Human_Cerebellum",0.388399684631977,-0.138259126603647,0.0577945652343218,0.854001219732261
"161","Adult-onset vs. overlap-onset","Human_Cerebellum",0.73069517599383,-0.131045095939382,0.0964915401862433,0.876834211192596
"162","Childhood-onset vs. overlap-onset","Human_Cerebellum",0.569334146488174,-0.0460902755524175,0.0892240413988514,0.854001219732261
"163","Adult-onset vs. controls","Human_Heart",0.941987337780339,-0.102384842501331,0.0926596085766144,0.941987337780339
"164","Childhood-onset vs. controls","Human_Heart",0.512683512258263,-0.0235386911708627,0.0471555912763715,0.769025268387395
"165","Overlap-onset vs. controls","Human_Heart",0.0127022463439444,0.017289790299436,0.144663020196558,0.0762134780636664
"166","Adult-onset vs. childhood-onset","Human_Heart",0.803167828396377,-0.114606406296291,0.0830195572011893,0.941987337780339
"167","Adult-onset vs. overlap-onset","Human_Heart",0.128120331636012,-0.208603698,0.021103721,0.256240663272023
"168","Childhood-onset vs. overlap-onset","Human_Heart",0.0692302564754942,-0.141264410368107,0.00520415429530629,0.207690769426483
"169","Adult-onset vs. controls","Human_Kidney",0.185416095714012,-0.184378017923569,0.036562420668532,0.299155276981112
"170","Childhood-onset vs. controls","Human_Kidney",0.199436851320741,-0.0607170159811986,0.0126676623948258,0.299155276981112
"171","Overlap-onset vs. controls","Human_Kidney",0.31000733970766,-0.0288165014104666,0.0901432969482575,0.32795356167304
"172","Adult-onset vs. childhood-onset","Human_Kidney",0.32795356167304,-0.16259734043866,0.0668799672976139,0.32795356167304
"173","Adult-onset vs. overlap-onset","Human_Kidney",0.102484888935535,-0.235579853517429,0.021413373197931,0.299155276981112
"174","Childhood-onset vs. overlap-onset","Human_Kidney",0.123879062594977,-0.123267306503511,0.015588240596826,0.299155276981112
"175","Adult-onset vs. controls","Human_Liver",0.863466466518734,-0.122524618333013,0.110628370790423,0.900728509528105
"176","Childhood-onset vs. controls","Human_Liver",0.594341829967213,-0.025078253400168,0.0435579462213119,0.900728509528105
"177","Overlap-onset vs. controls","Human_Liver",0.472313660368933,-0.0793139630868912,0.0362998367425279,0.900728509528105
"178","Adult-onset vs. childhood-onset","Human_Liver",0.741426677417464,-0.137852572032118,0.109009551421293,0.900728509528105
"179","Adult-onset vs. overlap-onset","Human_Liver",0.900728509528105,-0.120020038613357,0.150997437471969,0.900728509528105
"180","Childhood-onset vs. overlap-onset","Human_Liver",0.335487003273008,-0.0324475972285741,0.0947865080392254,0.900728509528105
"181","Adult-onset vs. controls","Human_Ovary",0.514146058035776,-0.158762040114996,0.0837988724283368,0.926823185002942
"182","Childhood-onset vs. controls","Human_Ovary",0.447829848286938,-0.0571189991914445,0.0252688142783324,0.926823185002942
"183","Overlap-onset vs. controls","Human_Ovary",0.324077088722451,-0.0864252900043484,0.029622372544231,0.926823185002942
"184","Adult-onset vs. childhood-onset","Human_Ovary",0.73664171957994,-0.149245844126455,0.105098243650137,0.926823185002942
"185","Adult-onset vs. overlap-onset","Human_Ovary",0.93342181698337,-0.126395674,0.101608705,0.93342181698337
"186","Childhood-onset vs. overlap-onset","Human_Ovary",0.772352654169118,-0.0601135011634625,0.080939455179073,0.926823185002942
"187","Adult-onset vs. controls","Human_Testis_NoAdults",0.893938346327684,-0.132680445405777,0.144262516677561,0.893938346327684
"188","Childhood-onset vs. controls","Human_Testis_NoAdults",0.246565234638296,-0.0564192517627745,0.0142246508278555,0.893938346327684
"189","Overlap-onset vs. controls","Human_Testis_NoAdults",0.629147217634754,-0.0778697657508926,0.0465462579202656,0.893938346327684
"190","Adult-onset vs. childhood-onset","Human_Testis_NoAdults",0.745192679347327,-0.087313014787009,0.166604872270501,0.893938346327684
"191","Adult-onset vs. overlap-onset","Human_Testis_NoAdults",0.760232339104492,-0.136919657,0.188202232,0.893938346327684
"192","Childhood-onset vs. overlap-onset","Human_Testis_NoAdults",0.859449855958915,-0.0704839713893204,0.0534038899719441,0.893938346327684
"193","Adult-onset vs. controls","Human_Testis",0.30391180821566,-0.0506291120284532,0.159030452167761,0.375305297810779
"194","Childhood-onset vs. controls","Human_Testis",0.0178705805211137,-0.0776828455223547,-0.00733395518848002,0.107223483126682
"195","Overlap-onset vs. controls","Human_Testis",0.312754414842316,-0.0816589114997459,0.0263368719748489,0.375305297810779
"196","Adult-onset vs. childhood-onset","Human_Testis",0.0675831238498647,-0.0050425425633232,0.200361049378489,0.202749371549594
"197","Adult-onset vs. overlap-onset","Human_Testis",0.124498841473803,-0.0231592630410884,0.193623448716424,0.248997682947606
"198","Childhood-onset vs. overlap-onset","Human_Testis",0.615871503980327,-0.0771698352934793,0.0469683000513877,0.615871503980327
"199","Adult-onset vs. controls","TissueTau",0.00114008661838716,-0.254953530862442,-0.0508215977182728,0.00342025985516147
"200","Childhood-onset vs. controls","TissueTau",3.28133263601932e-09,-0.124480559011873,-0.0579405946229895,1.96879958161159e-08
"201","Overlap-onset vs. controls","TissueTau",0.00616534322242027,-0.126957171957002,-0.0188924169799569,0.0123306864448405
"202","Adult-onset vs. childhood-onset","TissueTau",0.0663218624744863,-0.119155658544982,0.00357318703947025,0.0795862349693836
"203","Adult-onset vs. overlap-onset","TissueTau",0.0333713239665595,-0.16937708154562,-0.006547867717201,0.0500569859498393
"204","Childhood-onset vs. overlap-onset","TissueTau",0.290412308933388,-0.0686565396343563,0.0193757827206618,0.290412308933388
"205","Adult-onset vs. controls","BrainTau",0.0567264739293992,-0.20081379796983,0.00245758786048906,0.113452947858798
"206","Childhood-onset vs. controls","BrainTau",0.0001454656070234,-0.090586468921588,-0.0272769481325493,0.000436396821070199
"207","Overlap-onset vs. controls","BrainTau",6.34029119045693e-05,-0.149256480119951,-0.0471844019496531,0.000380417471427416
"208","Adult-onset vs. childhood-onset","BrainTau",0.467228706552163,-0.106909162626921,0.0473959355445603,0.560674447862595
"209","Adult-onset vs. overlap-onset","BrainTau",0.792087078565209,-0.075730080795223,0.0917696786758811,0.792087078565209
"210","Childhood-onset vs. overlap-onset","BrainTau",0.0921556740807893,-0.00596526513209636,0.0834624622528194,0.138233511121184
"211","Adult-onset vs. controls","CerebellumTau",0.127656886853392,-0.147058320281866,0.0165514480629457,0.191485330280087
"212","Childhood-onset vs. controls","CerebellumTau",0.00247632995781895,-0.0682355796345701,-0.0136347226288813,0.00742898987345684
"213","Overlap-onset vs. controls","CerebellumTau",0.000119357648722759,-0.12503981184247,-0.0367505527591772,0.000716145892336552
"214","Adult-onset vs. childhood-onset","CerebellumTau",0.427352256772826,-0.0933707208108791,0.0434757053137331,0.512822708127392
"215","Adult-onset vs. overlap-onset","CerebellumTau",0.741769032107854,-0.0557497338254567,0.0836973097757566,0.741769032107854
"216","Childhood-onset vs. overlap-onset","CerebellumTau",0.0604776690825083,-0.00177659206276036,0.0767209289905258,0.120955338165017
"217","Adult-onset vs. controls","HeartTau",0.190549245203541,-0.13757845476887,0.0229615336307867,0.381098490407083
"218","Childhood-onset vs. controls","HeartTau",0.0372602466032642,-0.0566603545735647,-0.00127686047680414,0.223561479619585
"219","Overlap-onset vs. controls","HeartTau",0.166830233272195,-0.0746661466772585,0.0127475477582583,0.381098490407083
"220","Adult-onset vs. childhood-onset","HeartTau",0.371870412696263,-0.104722760329471,0.0380284380407785,0.557805619044394
"221","Adult-onset vs. overlap-onset","HeartTau",0.543566307846106,-0.106242801271617,0.0586594984090848,0.652279569415327
"222","Childhood-onset vs. overlap-onset","HeartTau",0.826816578045565,-0.0410061902227264,0.0515838030803401,0.826816578045565
"223","Adult-onset vs. controls","KidneyTau",0.00710727930313757,-0.196764435277333,-0.0251090124334238,0.0213218379094127
"224","Childhood-onset vs. controls","KidneyTau",4.42734405585947e-06,-0.0835022204326591,-0.0318392751584464,2.65640643351568e-05
"225","Overlap-onset vs. controls","KidneyTau",0.028305924608862,-0.0903775783471951,-0.00465325241721303,0.056611849217724
"226","Adult-onset vs. childhood-onset","KidneyTau",0.153200163476835,-0.100668303351086,0.0148613680308955,0.221202865384813
"227","Adult-onset vs. overlap-onset","KidneyTau",0.184335721154011,-0.125268399728207,0.0229506819574017,0.221202865384813
"228","Childhood-onset vs. overlap-onset","KidneyTau",0.720008591426102,-0.0487706526977688,0.0320200631610095,0.720008591426102
"229","Adult-onset vs. controls","LiverTau",0.0078832377552336,-0.236484075634606,-0.0264556850617937,0.0472994265314016
"230","Childhood-onset vs. controls","LiverTau",0.0643345488474429,-0.0560116093300188,0.000954867421853134,0.112287431732921
"231","Overlap-onset vs. controls","LiverTau",0.0748582878219475,-0.0890810701151463,0.00362609025461474,0.112287431732921
"232","Adult-onset vs. childhood-onset","LiverTau",0.0430244115954026,-0.151007942323572,-0.00210124945604391,0.112287431732921
"233","Adult-onset vs. overlap-onset","LiverTau",0.230397250487946,-0.171410667110585,0.0308910358349025,0.276476700585535
"234","Childhood-onset vs. overlap-onset","LiverTau",0.468833573129451,-0.0299898271129886,0.0644067985622704,0.468833573129451
"235","Adult-onset vs. controls","OvaryTau",0.0044418735522515,-0.181258448907748,-0.0254212998470163,0.0133256206567545
"236","Childhood-onset vs. controls","OvaryTau",2.80619359255732e-05,-0.0678125317446546,-0.0230609719616461,0.000168371615553439
"237","Overlap-onset vs. controls","OvaryTau",0.015891467236169,-0.0801661573736524,-0.00781452703865753,0.031782934472338
"238","Adult-onset vs. childhood-onset","OvaryTau",0.0992779970380891,-0.091424039080253,0.00707014413489639,0.148916995557134
"239","Adult-onset vs. overlap-onset","OvaryTau",0.139365326557995,-0.111305015954849,0.0134745493603834,0.167238391869594
"240","Childhood-onset vs. overlap-onset","OvaryTau",1,-0.0354894834838414,0.0333384698432918,1
"241","Adult-onset vs. controls","TestisTau",0.0848375662285677,-0.198438916070984,0.00963717821273321,0.169675132457135
"242","Childhood-onset vs. controls","TestisTau",1.38691363999048e-08,-0.128957382058621,-0.059980279249521,8.3214818399429e-08
"243","Overlap-onset vs. controls","TestisTau",0.00205043471163376,-0.139068801263551,-0.0287665427382184,0.00615130413490127
"244","Adult-onset vs. childhood-onset","TestisTau",0.93867359579238,-0.0762486359463541,0.0670110713711119,0.93867359579238
"245","Adult-onset vs. overlap-onset","TestisTau",0.80716839779326,-0.097868150835336,0.0668886734360726,0.93867359579238
"246","Childhood-onset vs. overlap-onset","TestisTau",0.676768454806261,-0.0582552137868012,0.0372390598850441,0.93867359579238
"247","Adult-onset vs. controls","medianTau",0.0111751345088602,-0.25844197745685,-0.0231713174556071,0.0223502690177204
"248","Childhood-onset vs. controls","medianTau",7.27067730921004e-10,-0.136185949450646,-0.0635962291117239,4.36240638552603e-09
"249","Overlap-onset vs. controls","medianTau",3.45091483559888e-05,-0.165962105670315,-0.0514427861523804,0.000103527445067966
"250","Adult-onset vs. childhood-onset","medianTau",0.29953342423317,-0.096014510402973,0.0286865911490951,0.449300136349756
"251","Adult-onset vs. overlap-onset","medianTau",0.59973771898301,-0.0975796441584666,0.0514759902563513,0.59973771898301
"252","Childhood-onset vs. overlap-onset","medianTau",0.546137669833355,-0.0307295703758466,0.0517020367251589,0.59973771898301
"253","Adult-onset vs. controls","Pleiotropy",0.00291952491178635,2.12274329510647e-06,0.216360588224746,0.00583904982357269
"254","Childhood-onset vs. controls","Pleiotropy",1.55413467604642e-14,0.0075369541310749,0.0895261545366675,9.32480805627854e-14
"255","Overlap-onset vs. controls","Pleiotropy",2.55646960454838e-06,2.64061287946957e-05,0.126904985426747,7.66940881364514e-06
"256","Adult-onset vs. childhood-onset","Pleiotropy",0.39794726183944,-2.19394960845635e-06,0.0074218389902757,0.532562644971872
"257","Adult-onset vs. overlap-onset","Pleiotropy",0.443802204143227,-2.13943305404731e-05,0.00744632598166707,0.532562644971872
"258","Childhood-onset vs. overlap-onset","Pleiotropy",0.874521373942097,-5.39069307354052e-06,4.16264418091192e-05,0.874521373942097
"259","Adult-onset vs. controls","number_STRs",0.0325337896348538,0.999987189463027,26.0000449927275,0.0976013689045613
"260","Childhood-onset vs. controls","number_STRs",0.00753893030620854,0.999959125291549,6.99997897936122,0.0452335818372512
"261","Overlap-onset vs. controls","number_STRs",0.178514081468048,-0.999956648386468,7.99992758759139,0.310592285783853
"262","Adult-onset vs. childhood-onset","number_STRs",0.258826904819877,-5.00005506422084,22.9999831930613,0.310592285783853
"263","Adult-onset vs. overlap-onset","number_STRs",0.232973921402641,-5.00002278263075,25.0000821853468,0.310592285783853
"264","Childhood-onset vs. overlap-onset","number_STRs",0.819569230064118,-4.99994122479742,6.99999360134258,0.819569230064118
"265","Adult-onset vs. controls","width.1",0.0429352237832173,678.000014936137,39102.0000492141,0.128805671349652
"266","Childhood-onset vs. controls","width.1",0.0212885538207544,880.999919966061,12463.0000417334,0.127731322924526
"267","Overlap-onset vs. controls","width.1",0.210656777231908,-2793.00004492528,13219.9999729727,0.307427037031533
"268","Adult-onset vs. childhood-onset","width.1",0.256189197526278,-10074.999977256,33767.9999677314,0.307427037031533
"269","Adult-onset vs. overlap-onset","width.1",0.231130088079319,-11849.0000484416,36571.0000461255,0.307427037031533
"270","Childhood-onset vs. overlap-onset","width.1",0.868724184822479,-9456.00005220575,13294.0000375541,0.868724184822479
"271","Adult-onset vs. controls","exon_width",0.000454997045488511,4093.00003297693,13830.9999061188,0.000909994090977021
"272","Childhood-onset vs. controls","exon_width",5.43379249496108e-09,2864.99994996044,5734.00002876785,3.26027549697665e-08
"273","Overlap-onset vs. controls","exon_width",8.3291236565569e-07,4179.00002124748,10274.0000201268,2.49873709696707e-06
"274","Adult-onset vs. childhood-onset","exon_width",0.104612539711608,-1091.99996224684,10153.9999891024,0.135499674585943
"275","Adult-onset vs. overlap-onset","exon_width",0.625903635882495,-6530.00001036938,8698.00001796786,0.625903635882495
"276","Childhood-onset vs. overlap-onset","exon_width",0.112916395488286,-6797.00002628725,709.000048367732,0.135499674585943
"277","Adult-onset vs. controls","intron_width",0.00117277773091589,66521.9999682093,312946.999963071,0.00351833319274766
"278","Childhood-onset vs. controls","intron_width",0.000206865497579656,18638.0000576134,67332.0000224815,0.00124119298547794
"279","Overlap-onset vs. controls","intron_width",0.012041862833723,8363.00004011121,85607.9999841185,0.0240837256674459
"280","Adult-onset vs. childhood-onset","intron_width",0.0547595673764835,-3944.99997462057,277285.999944035,0.0821393510647253
"281","Adult-onset vs. overlap-onset","intron_width",0.100516184909716,-27244.0000006452,278631.0000303,0.12061942189166
"282","Childhood-onset vs. overlap-onset","intron_width",0.825107029752578,-54152.000005055,42912.0000349461,0.825107029752578
"283","Adult-onset vs. controls","STR_width",0.0483948793392328,8.12456273478899e-06,578.000147464525,0.145184638017698
"284","Childhood-onset vs. controls","STR_width",0.0259322507973623,2.93363257759486e-05,130.999908164265,0.145184638017698
"285","Overlap-onset vs. controls","STR_width",0.269868642460299,-33.0000162684897,162.000001923372,0.344867307360438
"286","Adult-onset vs. childhood-onset","STR_width",0.287389422800365,-122.000042392466,511.000016070157,0.344867307360438
"287","Adult-onset vs. overlap-onset","STR_width",0.220553957569362,-114.999965417994,563.000139247076,0.344867307360438
"288","Childhood-onset vs. overlap-onset","STR_width",0.826308066095334,-111.999958716343,147.000171749249,0.826308066095334
"289","Adult-onset vs. controls","X6nt",0.022028503876167,7.55282377435733e-05,1.99994615284089,0.0856961926716708
"290","Childhood-onset vs. controls","X6nt",0.0285653975572236,6.57718255175666e-05,2.17023856611001e-06,0.0856961926716708
"291","Overlap-onset vs. controls","X6nt",0.52866294191081,-1.42584771200534e-05,3.13328465453081e-05,0.537413403239714
"292","Adult-onset vs. childhood-onset","X6nt",0.171181927840795,-1.7618555383458e-05,1.9999203165724,0.256772891761193
"293","Adult-onset vs. overlap-onset","X6nt",0.131074469087958,-3.26514580002774e-05,1.99998381321018,0.256772891761193
"294","Childhood-onset vs. overlap-onset","X6nt",0.537413403239714,-1.38673204733854e-05,4.41887238258667e-05,0.537413403239714
"295","Adult-onset vs. controls","X3nt",0.00819301913743315,1.45220931797813e-05,1.9999907847836,0.0491581148245989
"296","Childhood-onset vs. controls","X3nt",0.320473947015307,-1.23687969129113e-05,1.50305808495269e-05,0.384568736418369
"297","Overlap-onset vs. controls","X3nt",0.127753551854521,-2.92907045072225e-06,2.47797843836697e-05,0.191630327781781
"298","Adult-onset vs. childhood-onset","X3nt",0.0312789864510192,1.51181655425908e-05,1.99993313288548,0.0938369593530577
"299","Adult-onset vs. overlap-onset","X3nt",0.115516846446226,-1.524979003251e-05,1.99994331192524,0.191630327781781
"300","Childhood-onset vs. overlap-onset","X3nt",0.457173720319957,-7.72617162994426e-05,6.32046353429871e-05,0.457173720319957
"301","Adult-onset vs. controls","X2nt",0.420963980594263,-0.999993008980568,1.99996437933779,0.855239918541218
"302","Childhood-onset vs. controls","X2nt",0.593485623342517,-2.98533338532964e-05,3.34343488501076e-06,0.855239918541218
"303","Overlap-onset vs. controls","X2nt",0.561634053733721,-3.16278720619426e-05,0.999920684032813,0.855239918541218
"304","Adult-onset vs. childhood-onset","X2nt",0.629010878207861,-1.00001680193554,1.99995845741847,0.855239918541218
"305","Adult-onset vs. overlap-onset","X2nt",0.712699932117681,-1.00000489081418,1.99996834163174,0.855239918541218
"306","Childhood-onset vs. overlap-onset","X2nt",0.883378328412676,-0.999994112459367,1.26186677140845e-05,0.883378328412676
"307","Adult-onset vs. controls","X1nt",0.0210566680681588,1.00006193771741,15.9999894542705,0.0631700042044763
"308","Childhood-onset vs. controls","X1nt",0.00266923566248486,4.96820152057018e-05,4.00004703560563,0.0160154139749091
"309","Overlap-onset vs. controls","X1nt",0.0813858138674562,-1.89394448758844e-06,4.99996399682665,0.162771627734912
"310","Adult-onset vs. childhood-onset","X1nt",0.250523481220278,-3.00008168545176,13.9999392774004,0.300628177464334
"311","Adult-onset vs. overlap-onset","X1nt",0.231232393108687,-3.00003570493431,14.0000385466337,0.300628177464334
"312","Childhood-onset vs. overlap-onset","X1nt",0.861083639855874,-2.99996235688505,4.00006207089146,0.861083639855874
"313","Adult-onset vs. controls","X4nt",0.0353215890408861,1.08263687933824e-05,3.99991336373444,0.105964767122658
"314","Childhood-onset vs. controls","X4nt",0.0118387698226356,1.13035012099705e-05,0.999973160344078,0.0710326189358136
"315","Overlap-onset vs. controls","X4nt",0.240823638071014,-5.85464647277022e-05,0.999981642681354,0.29078297689518
"316","Adult-onset vs. childhood-onset","X4nt",0.24231914741265,-0.999952801009336,3.00001495492612,0.29078297689518
"317","Adult-onset vs. overlap-onset","X4nt",0.214826258437934,-0.999998074508982,3.00003618982121,0.29078297689518
"318","Childhood-onset vs. overlap-onset","X4nt",0.733486458370844,-0.999965481464853,0.99992414423908,0.733486458370844
"319","Adult-onset vs. controls","X5nt",0.197683766861634,-5.27725164896915e-05,1.00002147024644,0.593051300584901
"320","Childhood-onset vs. controls","X5nt",0.0237291039216791,8.58905852190264e-06,3.91468785254297e-05,0.142374623530075
"321","Overlap-onset vs. controls","X5nt",0.339722117513794,-4.46779892990505e-05,5.99761876891497e-06,0.679444235027588
"322","Adult-onset vs. childhood-onset","X5nt",0.614708594302268,-0.999948613234222,1.00001824234062,0.714233758723795
"323","Adult-onset vs. overlap-onset","X5nt",0.498508332385489,-2.97651895708402e-05,1.00002831719471,0.714233758723795
"324","Childhood-onset vs. overlap-onset","X5nt",0.714233758723795,-3.88872813264775e-05,1.98578772447326e-05,0.714233758723795
"325","Adult-onset vs. controls","number_STRs_in_exon",0.0442379629846228,5.41697916007759e-05,0.999930945911495,0.132713888953868
"326","Childhood-onset vs. controls","number_STRs_in_exon",0.0338291701218764,5.45100174474225e-05,4.56828543095326e-05,0.132713888953868
"327","Overlap-onset vs. controls","number_STRs_in_exon",0.0752004253900503,-5.0759771555749e-05,5.44696521549156e-05,0.150400850780101
"328","Adult-onset vs. childhood-onset","number_STRs_in_exon",0.216198197106029,-2.26086627612148e-05,0.999955742205051,0.324297295659043
"329","Adult-onset vs. overlap-onset","number_STRs_in_exon",0.421110603654928,-2.65007787556422e-05,0.999934510812881,0.505332724385913
"330","Childhood-onset vs. overlap-onset","number_STRs_in_exon",0.634972652028074,-2.83807994401616e-05,9.29135178217127e-06,0.634972652028074
"331","Adult-onset vs. controls","number_STRs_in_intron",0.0565866445772792,-2.05125080516667e-05,24.0000481943536,0.169759933731838
"332","Childhood-onset vs. controls","number_STRs_in_intron",0.0116827819989791,6.56956964257662e-06,5.99998017802237,0.0700966919938749
"333","Overlap-onset vs. controls","number_STRs_in_intron",0.208282418514464,-0.999957747525768,6.00001430530205,0.416564837028928
"334","Adult-onset vs. childhood-onset","number_STRs_in_intron",0.362100242909015,-5.99995230371914,20.0000084730354,0.434520291490818
"335","Adult-onset vs. overlap-onset","number_STRs_in_intron",0.300837761741689,-5.9999878245514,23.0000024120958,0.434520291490818
"336","Childhood-onset vs. overlap-onset","number_STRs_in_intron",0.816959797650484,-4.00000834038604,6.00001613972038,0.816959797650484
"337","Adult-onset vs. controls","number_STRs_5UTR",0.00838276099958339,1.10959109354809e-05,1.00005289528833,0.0502965659975003
"338","Childhood-onset vs. controls","number_STRs_5UTR",0.0274486948923397,8.3930732061374e-05,6.83195189569989e-05,0.0689034227202424
"339","Overlap-onset vs. controls","number_STRs_5UTR",0.799479399768079,-4.76024345706695e-06,4.5925360127151e-05,0.799479399768079
"340","Adult-onset vs. childhood-onset","number_STRs_5UTR",0.07095684580246,-3.34694369592046e-05,1.00002510984893,0.10643526870369
"341","Adult-onset vs. overlap-onset","number_STRs_5UTR",0.0344517113601212,3.4387032052536e-05,1.00005460470429,0.0689034227202424
"342","Childhood-onset vs. overlap-onset","number_STRs_5UTR",0.363127075603419,-4.16543079268225e-05,5.91524785481192e-06,0.435752490724103
"343","Adult-onset vs. controls","number_STRs_3UTR",0.217209936570223,-3.41698166212046e-05,1.17169925628121e-05,0.325814904855334
"344","Childhood-onset vs. controls","number_STRs_3UTR",0.121164806667104,-3.89128854867506e-05,3.64333950822426e-05,0.325814904855334
"345","Overlap-onset vs. controls","number_STRs_3UTR",0.669534716474222,-6.41097649087247e-05,8.3499546780579e-06,0.669534716474222
"346","Adult-onset vs. childhood-onset","number_STRs_3UTR",0.0820536317766209,-3.22068894384658e-05,1.78158243997154e-06,0.325814904855334
"347","Adult-onset vs. overlap-onset","number_STRs_3UTR",0.21637279791982,-2.75796448134413e-05,2.85336212779273e-05,0.325814904855334
"348","Childhood-onset vs. overlap-onset","number_STRs_3UTR",0.632170699896746,-3.15929450076435e-05,6.11327945662631e-05,0.669534716474222
"349","Adult-onset vs. controls","number_STRs_intron_norm_width",0.211638265936179,-0.00828882070096229,0.00153905869771391,0.423276531872358
"350","Childhood-onset vs. controls","number_STRs_intron_norm_width",0.032393597059239,-0.00338191487072451,-6.15682785382594e-05,0.118313027565658
"351","Overlap-onset vs. controls","number_STRs_intron_norm_width",0.0394376758552192,-0.00550448288747919,-1.80405794338833e-05,0.118313027565658
"352","Adult-onset vs. childhood-onset","number_STRs_intron_norm_width",0.708005508263379,-0.00531397075805015,0.00300859620780736,0.849606609916054
"353","Adult-onset vs. overlap-onset","number_STRs_intron_norm_width",0.880233845557486,-0.00446599050953263,0.00434247193232482,0.880233845557486
"354","Childhood-onset vs. overlap-onset","number_STRs_intron_norm_width",0.435071447211587,-0.00123640410306061,0.00365884120399992,0.65260717081738
"355","Adult-onset vs. controls","number_STRs_norm_gene_width",0.177320651265172,-0.00371807484767336,0.0247937596857085,0.414662869569454
"356","Childhood-onset vs. controls","number_STRs_norm_gene_width",0.538752213759092,-0.00237048108805567,0.0052170397944993,0.678152838541737
"357","Overlap-onset vs. controls","number_STRs_norm_gene_width",0.861543727322174,-0.0078039266927941,0.00673952596936234,0.861543727322174
"358","Adult-onset vs. childhood-onset","number_STRs_norm_gene_width",0.207331434784727,-0.00454458825914282,0.0225356047175354,0.414662869569454
"359","Adult-onset vs. overlap-onset","number_STRs_norm_gene_width",0.160279998911436,-0.00491741308512862,0.0271156388558771,0.414662869569454
"360","Childhood-onset vs. overlap-onset","number_STRs_norm_gene_width",0.565127365451447,-0.00622011705851801,0.0103889186856177,0.678152838541737
"361","Adult-onset vs. controls","number_eSTRs",0.886183593714838,-0.999969795248537,3.96886879670001e-05,0.886183593714838
"362","Childhood-onset vs. controls","number_eSTRs",0.000721292310775514,4.44096087104536e-05,0.999978734049148,0.00432775386465309
"363","Overlap-onset vs. controls","number_eSTRs",0.0174905991279908,4.94979366303283e-05,0.999971098641322,0.0524717973839724
"364","Adult-onset vs. childhood-onset","number_eSTRs",0.240986443701904,-1.00008894975151,2.3949939774375e-05,0.361479665552855
