"","Comparison","Annotation","P_value","Lower_CI","Upper_CI","FDR_P"
"365","Adult-onset vs. overlap-onset","number_eSTRs",0.234458734577716,-1.00008963751084,1.79122217755073e-05,0.361479665552855
"366","Childhood-onset vs. overlap-onset","number_eSTRs",0.814047336457278,-8.92505639099659e-06,1.7988421823787e-05,0.886183593714838
"367","Adult-onset vs. controls","number_eSTRs_in_exon",0.432621819824472,0,0,0.519146183789366
"368","Childhood-onset vs. controls","number_eSTRs_in_exon",0.90817258040493,-1.17849506144761e-05,5.86265794956267e-05,0.90817258040493
"369","Overlap-onset vs. controls","number_eSTRs_in_exon",0.214017646442303,-1.23009278664623e-05,9.91308872235233e-06,0.519146183789366
"370","Adult-onset vs. childhood-onset","number_eSTRs_in_exon",0.426337335356954,0,0,0.519146183789366
"371","Adult-onset vs. overlap-onset","number_eSTRs_in_exon",0.292505235921373,0,0,0.519146183789366
"372","Childhood-onset vs. overlap-onset","number_eSTRs_in_exon",0.373554237581923,-1.46490179193527e-06,3.77153794725528e-05,0.519146183789366
"373","Adult-onset vs. controls","number_eSTRs_in_intron",0.337106634976799,-3.2693680165426e-05,8.78693294936004e-06,0.404527961972159
"374","Childhood-onset vs. controls","number_eSTRs_in_intron",0.000222799169131483,1.71944246715397e-05,4.00591570174421e-05,0.0013367950147889
"375","Overlap-onset vs. controls","number_eSTRs_in_intron",0.0464048104898529,6.67835817404598e-05,5.87553077502104e-05,0.0928096209797057
"376","Adult-onset vs. childhood-onset","number_eSTRs_in_intron",0.0373489721896157,-0.999984112504144,-4.6029446510175e-05,0.0928096209797057
"377","Adult-onset vs. overlap-onset","number_eSTRs_in_intron",0.0763017583491103,-0.99997969945005,3.71534910959566e-05,0.114452637523665
"378","Childhood-onset vs. overlap-onset","number_eSTRs_in_intron",0.800429240338989,-4.94163055084078e-05,7.67920586199678e-06,0.800429240338989
"379","Adult-onset vs. controls","number_eSTRs_5UTR",0.734826826812326,0,0,0.908824910214903
"380","Childhood-onset vs. controls","number_eSTRs_5UTR",0.93094219898329,-1.67730349308659e-05,7.03550801331644e-05,0.93094219898329
"381","Overlap-onset vs. controls","number_eSTRs_5UTR",0.366120246860677,-1.01149191215039e-05,2.03689255068335e-05,0.908824910214903
"382","Adult-onset vs. childhood-onset","number_eSTRs_5UTR",0.757354091845753,0,0,0.908824910214903
"383","Adult-onset vs. overlap-onset","number_eSTRs_5UTR",0.616675287054328,0,0,0.908824910214903
"384","Childhood-onset vs. overlap-onset","number_eSTRs_5UTR",0.480826771224034,-2.03275782494752e-05,6.04597922109458e-05,0.908824910214903
"385","Adult-onset vs. controls","number_eSTRs_3UTR",0.51437524157144,-1.9632237042714e-05,4.85963861601143e-05,0.617250289885728
"386","Childhood-onset vs. controls","number_eSTRs_3UTR",0.356069421993017,-4.56799099073086e-05,1.08350103407877e-05,0.617250289885728
"387","Overlap-onset vs. controls","number_eSTRs_3UTR",0.436238438439333,-4.06735783094511e-05,4.25583660879458e-05,0.617250289885728
"388","Adult-onset vs. childhood-onset","number_eSTRs_3UTR",0.289680114929213,-5.04122490517173e-05,3.03440052340989e-05,0.617250289885728
"389","Adult-onset vs. overlap-onset","number_eSTRs_3UTR",0.875015285093782,-5.20819482347686e-05,6.10026596043763e-05,0.875015285093782
"390","Childhood-onset vs. overlap-onset","number_eSTRs_3UTR",0.216468491068321,-6.13958231405441e-05,3.35950363804426e-05,0.617250289885728
"391","Adult-onset vs. controls","number_eSTRs_unannotated",0.186247272070946,-9.53288591636601e-06,1.39247656973007e-05,0.62697618046834
"392","Childhood-onset vs. controls","number_eSTRs_unannotated",0.522480150390284,-5.35347238970251e-06,5.22571671919279e-05,0.62697618046834
"393","Overlap-onset vs. controls","number_eSTRs_unannotated",0.468898154003163,-7.11716188665615e-05,1.26636928492211e-05,0.62697618046834
"394","Adult-onset vs. childhood-onset","number_eSTRs_unannotated",0.305792414382076,-4.53533622072715e-05,2.78134046941003e-05,0.62697618046834
"395","Adult-onset vs. overlap-onset","number_eSTRs_unannotated",0.448429899983324,-8.13971458617458e-05,9.58506312579222e-06,0.62697618046834
"396","Childhood-onset vs. overlap-onset","number_eSTRs_unannotated",0.786597724377774,-3.73624925815841e-05,4.20021473768509e-05,0.786597724377774
"397","Adult-onset vs. controls","mean_number_tissues",0.458076910939844,-0.499956097335471,5.225397190343e-05,0.549692293127812
"398","Childhood-onset vs. controls","mean_number_tissues",4.87732132789015e-05,6.11655457682458e-06,0.333318216764632,0.000292639279673409
"399","Overlap-onset vs. controls","mean_number_tissues",0.0462192975916869,2.56913641868346e-05,0.333311135569401,0.104554873194154
"400","Adult-onset vs. childhood-onset","mean_number_tissues",0.0522774365970771,-0.999961066680461,1.11126334292118e-05,0.104554873194154
"401","Adult-onset vs. overlap-onset","mean_number_tissues",0.114924532678536,-0.999996082266059,1.10512476676519e-05,0.172386799017804
"402","Childhood-onset vs. overlap-onset","mean_number_tissues",0.579955544876877,-7.8839606399522e-05,0.200049865341531,0.579955544876877
"403","Adult-onset vs. controls","number_brain_eSTRs",0.479062373119023,0,0,0.740010344465193
"404","Childhood-onset vs. controls","number_brain_eSTRs",0.876645935409819,-2.16961114004368e-05,4.82948469209644e-05,0.876645935409819
"405","Overlap-onset vs. controls","number_brain_eSTRs",0.553092932750332,-4.87674417151164e-05,6.05565582830708e-05,0.740010344465193
"406","Adult-onset vs. childhood-onset","number_brain_eSTRs",0.469415170313077,0,0,0.740010344465193
"407","Adult-onset vs. overlap-onset","number_brain_eSTRs",0.616675287054328,0,0,0.740010344465193
"408","Childhood-onset vs. overlap-onset","number_brain_eSTRs",0.546062776631388,-4.84161742464774e-05,4.23781364366375e-05,0.740010344465193
"409","Adult-onset vs. controls","number_other_tissue_eSTRs",0.649744764345463,-1.92057333483261e-05,3.49478877808848e-05,0.819872320141288
"410","Childhood-onset vs. controls","number_other_tissue_eSTRs",0.972409120140629,-2.29668857635628e-05,3.84678382272503e-05,0.972409120140629
"411","Overlap-onset vs. controls","number_other_tissue_eSTRs",0.0566682300156279,-8.24494693794872e-05,7.55800213592787e-05,0.340009380093767
"412","Adult-onset vs. childhood-onset","number_other_tissue_eSTRs",0.683226933451074,-8.18973473159261e-05,5.41282218821168e-05,0.819872320141288
"413","Adult-onset vs. overlap-onset","number_other_tissue_eSTRs",0.231958003406843,-1.67218444438818e-05,1.3336461405081e-05,0.463916006813686
"414","Childhood-onset vs. overlap-onset","number_other_tissue_eSTRs",0.11856050825451,-7.89005862216322e-05,5.04674107179675e-05,0.35568152476353
"415","Adult-onset vs. controls","eSTR_cerebellar_specificity",0.551541442632615,0,0,0.907391219828022
"416","Childhood-onset vs. controls","eSTR_cerebellar_specificity",0.859272586565464,-7.24053653702801e-06,4.25121936951675e-05,0.907391219828022
"417","Overlap-onset vs. controls","eSTR_cerebellar_specificity",0.807083183573411,-5.60368138154125e-05,3.67515613148194e-05,0.907391219828022
"418","Adult-onset vs. childhood-onset","eSTR_cerebellar_specificity",0.579227738137832,0,0,0.907391219828022
"419","Adult-onset vs. overlap-onset","eSTR_cerebellar_specificity",0.616675287054328,0,0,0.907391219828022
"420","Childhood-onset vs. overlap-onset","eSTR_cerebellar_specificity",0.907391219828022,-8.592787881081e-05,7.31741603612877e-05,0.907391219828022
"421","Adult-onset vs. controls","Astrocytes",0.0990352560913488,-0.00135177375303486,0.0398164545939068,0.148552884137023
"422","Childhood-onset vs. controls","Astrocytes",7.29507707510799e-15,0.0236799916003661,0.0420319932920105,4.3770462450648e-14
"423","Overlap-onset vs. controls","Astrocytes",0.000724299082425615,0.00538509381096585,0.0307705800209024,0.00217289724727684
"424","Adult-onset vs. childhood-onset","Astrocytes",0.219562922432529,-0.0409927824707883,0.00863755374468412,0.263475506919035
"425","Adult-onset vs. overlap-onset","Astrocytes",0.873899262692444,-0.0259864374125118,0.023800492271644,0.873899262692444
"426","Childhood-onset vs. overlap-onset","Astrocytes",0.0891404072529196,-0.00107928766622455,0.0277616998278003,0.148552884137023
"427","Adult-onset vs. controls","Cerebellum.neurons",0.0391843617508371,5.09693937098802e-05,0.0386505702461371,0.0783687235016741
"428","Childhood-onset vs. controls","Cerebellum.neurons",1.08001211810285e-09,0.0119235864739343,0.0258937912886001,6.48007270861712e-09
"429","Overlap-onset vs. controls","Cerebellum.neurons",1.38873426662993e-07,0.0158757232764727,0.0447933153562205,4.16620279988979e-07
"430","Adult-onset vs. childhood-onset","Cerebellum.neurons",0.916173165672024,-0.0163752186321647,0.017043740974013,0.916173165672024
"431","Adult-onset vs. overlap-onset","Cerebellum.neurons",0.338851648819127,-0.0310099045978994,0.00847399813432641,0.406621978582952
"432","Childhood-onset vs. overlap-onset","Cerebellum.neurons",0.0765762504650138,-0.0213697044119895,0.000189331555968365,0.114864375697521
"433","Adult-onset vs. controls","Cholinergic.and.monoaminergic.neurons",0.0153400620434003,0.00180776472846662,0.063708549466724,0.0306801240868006
"434","Childhood-onset vs. controls","Cholinergic.and.monoaminergic.neurons",0.00182401795896061,0.00109900264288451,0.0183270526757744,0.00547205387688183
"435","Overlap-onset vs. controls","Cholinergic.and.monoaminergic.neurons",0.000639293836912024,0.006620260718236,0.0340881711490777,0.00383576302147215
"436","Adult-onset vs. childhood-onset","Cholinergic.and.monoaminergic.neurons",0.0673570296344778,-0.000750653797441757,0.0462046712050559,0.101035544451717
"437","Adult-onset vs. overlap-onset","Cholinergic.and.monoaminergic.neurons",0.451543862332226,-0.0181072706137072,0.0420993043690681,0.451543862332226
"438","Childhood-onset vs. overlap-onset","Cholinergic.and.monoaminergic.neurons",0.101868149436478,-0.0243237903849437,0.00138510084915685,0.122241779323774
"439","Adult-onset vs. controls","Dentate.gyrus.granule.neurons",0.0241857040785745,0.000476666225666024,0.0421446057739919,0.0483714081571489
"440","Childhood-onset vs. controls","Dentate.gyrus.granule.neurons",6.02028584560673e-07,0.00629668511165258,0.0205268743612357,3.61217150736404e-06
"441","Overlap-onset vs. controls","Dentate.gyrus.granule.neurons",0.00142139570543799,0.00222985063147557,0.0240975908614723,0.00426418711631398
"442","Adult-onset vs. childhood-onset","Dentate.gyrus.granule.neurons",0.304267018942343,-0.00701667356422658,0.0226095629457137,0.456400528413515
"443","Adult-onset vs. overlap-onset","Dentate.gyrus.granule.neurons",0.390474009962007,-0.00838825721905048,0.0221438326157658,0.468568811954409
"444","Childhood-onset vs. overlap-onset","Dentate.gyrus.granule.neurons",0.825670522966097,-0.00951987290630864,0.00782312382503145,0.825670522966097
"445","Adult-onset vs. controls","Glutamatergic.neuroblasts",0.0116851520804641,0.00184257966358173,0.0583730191846873,0.0233703041609282
"446","Childhood-onset vs. controls","Glutamatergic.neuroblasts",3.29540530015049e-07,0.00738643279543124,0.02325808978912,9.88621590045147e-07
"447","Overlap-onset vs. controls","Glutamatergic.neuroblasts",2.31780010882124e-07,0.0139797894584631,0.0405613321381416,9.88621590045147e-07
"448","Adult-onset vs. childhood-onset","Glutamatergic.neuroblasts",0.233976675584853,-0.00541529951008768,0.0286245701020871,0.280772010701824
"449","Adult-onset vs. overlap-onset","Glutamatergic.neuroblasts",0.788224994034425,-0.015731678297609,0.012759805449085,0.788224994034425
"450","Childhood-onset vs. overlap-onset","Glutamatergic.neuroblasts",0.0299760726526272,-0.021673411400149,-0.000397959523812654,0.0449641089789408
"451","Adult-onset vs. controls","Microglia",0.153350734854353,-0.00230683025402839,0.0170996790237959,0.230026102281529
"452","Childhood-onset vs. controls","Microglia",6.40319305737167e-11,0.00824737052827844,0.021576112096464,3.841915834423e-10
"453","Overlap-onset vs. controls","Microglia",0.0816439010583153,-5.33020691894503e-05,0.00590636198726822,0.163287802116631
"454","Adult-onset vs. childhood-onset","Microglia",0.236199080945516,-0.0285860401054032,0.00446982016358647,0.283438897134619
"455","Adult-onset vs. overlap-onset","Microglia",0.481302112993046,-0.00826952991182902,0.0200907336671606,0.481302112993046
"456","Childhood-onset vs. overlap-onset","Microglia",0.00595534617907431,0.00278592549777287,0.0248261591275441,0.0178660385372229
"457","Adult-onset vs. controls","Non.glutamatergic.neuroblasts",0.321463672159795,-0.00884282955763042,0.0227301246882924,0.385756406591753
"458","Childhood-onset vs. controls","Non.glutamatergic.neuroblasts",1.43095478341822e-08,0.00979573224886375,0.0234465059566609,8.58572870050931e-08
"459","Overlap-onset vs. controls","Non.glutamatergic.neuroblasts",0.221744870853727,-0.00153094430295637,0.00988966559463561,0.385756406591753
"460","Adult-onset vs. childhood-onset","Non.glutamatergic.neuroblasts",0.262377189340335,-0.0304784572987951,0.00738705204912227,0.385756406591753
"461","Adult-onset vs. overlap-onset","Non.glutamatergic.neuroblasts",0.747812168287636,-0.0130961944782863,0.0214991440240308,0.747812168287636
"462","Childhood-onset vs. overlap-onset","Non.glutamatergic.neuroblasts",0.00743638075527165,0.00371059939489328,0.0251687241190744,0.0223091422658149
"463","Adult-onset vs. controls","Oligodendrocytes",0.116423022053038,-0.00108509603329529,0.0247902070239964,0.232846044106077
"464","Childhood-onset vs. controls","Oligodendrocytes",2.78390967950144e-11,0.0111018592711404,0.0225875144436126,1.67034580770087e-10
"465","Overlap-onset vs. controls","Oligodendrocytes",0.00158947598578075,0.00192662738366679,0.0181332718205931,0.00476842795734224
"466","Adult-onset vs. childhood-onset","Oligodendrocytes",0.463359034986347,-0.0243444588451552,0.00729191449527365,0.556030841983616
"467","Adult-onset vs. overlap-onset","Oligodendrocytes",0.931897340160445,-0.0202553360291972,0.0165602090142253,0.931897340160445
"468","Childhood-onset vs. overlap-onset","Oligodendrocytes",0.242868405756773,-0.00230134408054558,0.016430256943899,0.36430260863516
"469","Adult-onset vs. controls","Peptidergic.neurons",0.0834287228344885,-0.00017779305901674,0.0402009904900685,0.166857445668977
"470","Childhood-onset vs. controls","Peptidergic.neurons",2.40759441779052e-06,0.00625101336070188,0.0223536169045282,1.44455665067431e-05
"471","Overlap-onset vs. controls","Peptidergic.neurons",0.000329191370009261,0.00498137261206238,0.0291768312669253,0.000987574110027784
"472","Adult-onset vs. childhood-onset","Peptidergic.neurons",0.837208696200541,-0.0160993286774347,0.0202695403049969,0.837208696200541
"473","Adult-onset vs. overlap-onset","Peptidergic.neurons",0.816548285753949,-0.0215673214075196,0.0171246923991426,0.837208696200541
"474","Childhood-onset vs. overlap-onset","Peptidergic.neurons",0.449408971627385,-0.0143456149123079,0.00568457433812445,0.674113457441077
"475","Adult-onset vs. controls","Perivascular.macrophages",0.0206332873103129,7.19971225461503e-06,0.0399006854301987,0.0618998619309388
"476","Childhood-onset vs. controls","Perivascular.macrophages",1.35990197661586e-07,0.00411687286364313,0.0156910304830034,8.15941185969519e-07
"477","Overlap-onset vs. controls","Perivascular.macrophages",0.071399016021923,-5.47651727088184e-05,0.00712632829909742,0.0901760809782286
"478","Adult-onset vs. childhood-onset","Perivascular.macrophages",0.436927707057102,-0.0106728745462599,0.0310176029419125,0.436927707057102
"479","Adult-onset vs. overlap-onset","Perivascular.macrophages",0.0751467341485239,-0.000667120204436439,0.0425675118398542,0.0901760809782286
"480","Childhood-onset vs. overlap-onset","Perivascular.macrophages",0.0547366515015444,-6.86652550904325e-06,0.0198489930574606,0.0901760809782286
"481","Adult-onset vs. controls","Telencephalon.inhibitory.interneurons",0.0412821393589928,5.60270825525073e-06,0.0456321255333593,0.0619232090384891
"482","Childhood-onset vs. controls","Telencephalon.inhibitory.interneurons",6.03498927116017e-06,0.0048536493225469,0.0187115782753303,1.81049678134805e-05
"483","Overlap-onset vs. controls","Telencephalon.inhibitory.interneurons",4.4271495913699e-06,0.0108603348316298,0.0363395973137099,1.81049678134805e-05
"484","Adult-onset vs. childhood-onset","Telencephalon.inhibitory.interneurons",0.486033403090364,-0.0093670181357511,0.0206226997698782,0.583240083708437
"485","Adult-onset vs. overlap-onset","Telencephalon.inhibitory.interneurons",0.622436279015546,-0.0230828315677948,0.0127944983783894,0.622436279015546
"486","Childhood-onset vs. overlap-onset","Telencephalon.inhibitory.interneurons",0.0303313686589135,-0.0195723430146966,-0.000242526683164605,0.0606627373178269
"487","Adult-onset vs. controls","Telencephalon.projecting.excitatory.neurons",0.0298186955902161,0.000270845014481881,0.0478858540198328,0.0477274319387732
"488","Childhood-onset vs. controls","Telencephalon.projecting.excitatory.neurons",4.25551769443036e-05,0.00462804414382999,0.0195268029032958,0.000127665530832911
